s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,minimum_rest_dec_margin,maximum_relaxation_strain,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,heat_relaxation_integral,entropy_relaxation_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.22,1579,0.2690429822008243,-2.0920020142752063,0.6130560073851461,0.23920162178870966,0.0019473027000876464,0.5492718340702989,0.31991942899175396,0.37,0.003218946267375046,0.9231970899243717,26642.79353659247,117.83153546570426,0.0,27.049488034852907,7.600350067230247e-09,-1.6484591469634324e-12,-1.1815835761320257e-14,-646.2078066957843,6.259847612370774,0.05898124132225875,0.0,0.0004450645616450415,0.001380628286647028,-444.78528441286505,-0.018539645504297896,345.58534054223924
0.225,1610,0.27078480567782554,-2.083012151556834,0.6236643505026245,0.2500596596218662,0.0019465853759882165,0.5348930791801907,0.3292123172654205,0.375,0.0031963871733560675,0.967044698415793,26335.975698878527,117.53612882362175,0.0,27.06393665356545,7.53932073939949e-09,-1.8189894035458565e-12,-1.0418644689168753e-14,-670.6915227813014,6.327775947421935,0.060094804916466536,0.0,0.00048128551191259697,0.0015011846274537196,-457.0174142136022,-0.017230452910532417,355.51709389285406
0.23,1641,0.27179125746959826,-2.084088685220765,0.6341454159666052,0.28266350502019444,0.0019462420468484788,0.5646227845276113,0.2994559448641542,0.38,0.0031741776084870874,1.0187943002558584,26026.84589642045,117.2364765063235,0.0,27.076716817572525,7.591331834441795e-09,-1.7621459846850485e-12,-1.5651809884813734e-14,-695.3447538555358,6.381238962540498,0.061071206328811016,0.0,0.0005218972371942333,0.0016369063913590593,-469.23606616218194,-0.01612509240240559,365.44822473587453
0.23500000000000001,1671,0.2731574487279538,-2.085048212469582,0.644499885706703,0.31733886360398056,0.0019428159295068407,0.6604026637342593,0.25679565515027125,0.385,0.003152162755035097,1.0738770972787228,25715.62597400162,116.93303002378202,0.0,27.08775814442683,7.601287606282512e-09,-1.7621459846850485e-12,-1.656465046827693e-14,-720.1496901243348,6.420080710522179,0.06190294836279536,0.0,0.0005687960767878778,0.0017944413904374269,-481.434516134809,-0.015163271456161375,375.37328094903603
0.24,1701,0.27496963759935045,-2.0858385738908516,0.6547282370801867,0.34722374452229676,0.0019366615981725262,0.7490035201248911,0.2267693387619837,0.39,0.0031302029817811064,1.1205768781662746,25402.536816009142,116.62624767670904,0.0,27.096978858934424,6.718661555650439e-09,-1.5347723092418164e-12,-1.3569988375064832e-14,-745.0886215660794,6.444168590845622,0.06258218418699159,0.0,0.000623321398952781,0.001978182088432516,-493.6059894132256,-0.014262574157133077,385.28664977226197
0.245,1731,0.27718811106319535,-2.0864085936897245,0.6648307446160864,0.3619765875824465,0.0019306575774078083,0.7929291812761544,0.21364099041811432,0.395,0.003108176704997141,1.1423288209508644,25087.8024246601,116.31659660499108,0.0,27.104265097580704,6.756241245995383e-09,-1.4779288903810084e-12,-1.2282474417792116e-14,-770.1436187003761,6.453398653030016,0.06310085906328528,0.0,0.0006844669712104183,0.002183879086089458,-505.7436026121036,-0.013314322513009012,395.1825577276651
0.25,1761,0.2795709064274658,-2.0867325513787525,0.6748074973868674,0.35493273032153694,0.001924737384102872,0.7665199130073049,0.21941457139346887,0.4,0.0030859845364335572,1.1312987390140372,24771.649582456583,116.00454973346963,0.0,27.109462426575497,6.704185506236304e-09,-1.5347723092418164e-12,-1.1291974262302945e-14,-795.296564375632,6.447700523668944,0.0634508815259273,0.0,0.0007480348087663645,0.002396004951942947,-517.8403103896593,-0.012171244827294207,405.0550613374492
0.255,1790,0.28180936171067067,-2.0868274185587197,0.684658406476539,0.3300021947583694,0.001918844253356853,0.6904435532568456,0.2422985690503063,0.405,0.0030635540978240644,1.1000955763822562,24454.303336390665,115.69057631059859,0.0,27.112412410405028,6.756710015521515e-09,-1.4210854715202004e-12,-1.264352330528129e-14,-820.5295116146109,6.427035896119776,0.0636240978474396,0.0,0.0008095707415098005,0.0025986499854373573,-529.8889283226526,-0.010622643801956806,414.898053459727
0.26,1819,0.28374503142158347,-2.086742174903996,0.6943824329260293,0.2975259633661803,0.0019129306737930274,0.7074706553231287,0.2527862265302625,0.41000000000000003,0.0030408438004877886,1.071571636933916,24135.990615413717,115.37515150008376,0.0,27.113024562591594,6.73475597604765e-09,-1.5347723092418164e-12,-9.02077239270123e-15,-845.8245607872877,6.391563572542267,0.0636143277313928,0.0,0.0008680543807644232,0.002788417329279011,-541.8821497300199,-0.008356605943628442,424.70527756258065
0.265,1848,0.28539303001254884,-2.0865335062356425,0.7039746874867419,0.28057353941795166,0.0019052237775145427,0.8171207716312718,0.21937152263868576,0.41500000000000004,0.003017850734725533,1.1274331704474314,23816.945959647797,115.05883429059722,0.0,27.111378404030138,7.249386787486625e-09,-1.7621459846850485e-12,-1.4236225756129762e-14,-871.1640273191723,6.3422630882867725,0.06342550551778818,0.0,0.0009258794582851314,0.0029737928648687034,-553.8124936002057,-0.004911249457395622,434.47034399957636
0.27,1876,0.2868477645956564,-2.086251069741901,0.7134292191963459,0.3123758022719389,0.0018927218475277992,0.9545361970055042,0.18823049873971054,0.42000000000000004,0.0029946169420796767,1.2627753085550413,23497.40688761731,114.74219838242003,0.0,27.107611021956796,7.288607171173033e-09,-1.5916157281026244e-12,-1.2117618133315926e-14,-896.5302016170622,6.2803259738489245,0.06306463611451797,0.0,0.000986950121810999,0.0031681168658954295,-565.6724372079193,0.0003565911522540858,444.1867518896453
