run,regulator,first_harmonic,terms,tail_rho,tail_pr,tail_pt,tail_polarization,fit_residual_rho,fit_residual_pr,fit_residual_pt,fit_residual_polarization
material_ward_left,8.0,96,5,-3.6079281525934764e-05,8.967297844603262e-06,-6.001034087711244e-06,-1.5759258054111e-08,3.1770650465533015e-10,2.63974533470502e-10,5.308298921945553e-10,9.72281118699813e-14
material_ward_left,8.0,128,3,-3.606439805056431e-05,8.971173549501517e-06,-6.0221129130581235e-06,-1.599829753030368e-08,2.586693284418093e-10,2.715288918033228e-10,5.431299446274466e-10,1.5606438855805285e-12
material_ward_left,8.0,128,4,-3.606076906629119e-05,8.958810449279193e-06,-5.939480628214303e-06,-1.5764153334442397e-08,2.506644315878428e-10,2.6227704742980005e-10,2.960927381389021e-10,3.304293786672021e-14
material_ward_left,8.0,128,5,-3.6041929428930224e-05,8.941079644844764e-06,-5.855345330287762e-06,-1.574698512389436e-08,2.574358396435277e-10,2.559041799662795e-10,2.6537160923784925e-10,1.0821976047542333e-14
material_ward_left,8.0,144,3,-3.606051631895306e-05,8.963570365244566e-06,-5.971535798009193e-06,-1.587291401643683e-08,2.447722871443875e-10,2.672595611735665e-10,3.4200694484348055e-10,2.6565482178954174e-13
material_ward_left,8.0,144,4,-3.605044042922307e-05,8.942487746159428e-06,-5.876423218671691e-06,-1.5753941433157642e-08,2.5551437494422593e-10,2.447830006576617e-10,2.4060570827558834e-10,1.1547158146829007e-14
material_ward_left,8.0,144,5,-3.6050690313544576e-05,8.88831860377986e-06,-5.7652878886942195e-06,-1.5741954269660385e-08,2.555253141066538e-10,2.4715435784957433e-10,2.4547086863191433e-10,1.0277834940452159e-14
material_ward_center,4.0,96,3,-6.031359424278672e-07,1.4641019047421473e-07,-1.1949833977445346e-07,-2.741063843582484e-10,2.595082044425496e-10,2.5004762689694233e-10,2.3085795896366158e-10,8.156260257282109e-14
material_ward_center,4.0,96,4,-6.02942251220663e-07,1.4610258370478328e-07,-1.1807809785835255e-07,-2.718391844795736e-10,2.57490990096095e-10,2.5325122502264377e-10,2.3992853076509976e-10,7.570220214381166e-15
material_ward_center,4.0,96,5,-6.028780469153777e-07,1.4550674189104072e-07,-1.1653966312187674e-07,-2.717622990421603e-10,2.5712179050049344e-10,2.566775459785407e-10,2.487751257090759e-10,7.96578458173831e-15
material_ward_center,4.0,128,3,-6.030858356551857e-07,1.4562308593319708e-07,-1.1707759769879573e-07,-2.721271464552652e-10,2.5810038512482127e-10,2.5714174685961743e-10,2.489192511107507e-10,7.290849752837936e-15
material_ward_center,4.0,128,4,-6.043580499718166e-07,1.4343556694304437e-07,-1.1340046707704826e-07,-2.718006362030732e-10,2.613425041563326e-10,2.627164341250142e-10,2.582900741036174e-10,7.855688202738664e-15
material_ward_center,4.0,128,5,-6.148857367843709e-07,1.297614980316513e-07,-9.972799972048224e-08,-2.709271959935092e-10,2.669850846030125e-10,2.700453977653547e-10,2.656181793500721e-10,7.926545937787476e-15
material_ward_center,4.0,144,3,-6.041071863672504e-07,1.4385195953160878e-07,-1.1457524163396418e-07,-2.718694368555416e-10,2.6136381683315523e-10,2.6304567751832584e-10,2.580417803986685e-10,7.941700251993865e-15
material_ward_center,4.0,144,4,-6.158152681531317e-07,1.2929326004380985e-07,-9.905538811752468e-08,-2.711156174616643e-10,2.68351261886658e-10,2.7173438627369834e-10,2.673041109552778e-10,7.961018235548065e-15
material_ward_center,4.0,144,5,-6.599305364099976e-07,8.408890038372103e-08,-4.731860558619082e-08,-2.7106635721235464e-10,2.6834531766712573e-10,2.717282953068222e-10,2.6729713979074996e-10,7.953711328139834e-15
material_ward_center,8.0,96,3,-3.578726384867217e-05,9.125309298398413e-06,-7.045348823536376e-06,-1.753940377267101e-08,4.444212346053813e-09,3.511981507649605e-10,1.174816277346198e-09,4.5448747398184134e-11
material_ward_center,8.0,96,4,-3.590684428705637e-05,9.115188936635852e-06,-7.02105201785908e-06,-1.622314782769422e-08,3.3203133565296437e-10,3.334663603883555e-10,9.217396570879192e-10,2.407468781665833e-12
material_ward_center,8.0,96,5,-3.5893967864751435e-05,9.10578274234095e-06,-6.9520941356966705e-06,-1.607933851834073e-08,2.5170935392802963e-10,3.298072679458944e-10,4.996377527092025e-10,9.958086805224787e-14
material_ward_center,8.0,128,3,-3.587930173822779e-05,9.109705358887898e-06,-6.973392567513859e-06,-1.6321855501140117e-08,2.870505245186449e-10,3.349956724165934e-10,5.181171356498972e-10,1.5833208210204044e-12
material_ward_center,8.0,128,4,-3.587323263560814e-05,9.098906100614765e-06,-6.89130603678832e-06,-1.6084332505445875e-08,3.0163759265913795e-10,3.0903969075376923e-10,3.208224296234318e-10,3.336357770889313e-14
material_ward_center,8.0,128,5,-3.585168602262451e-05,9.084782282095489e-06,-6.8090762098348214e-06,-1.6067456076299534e-08,3.097602430002633e-10,3.037152882863392e-10,2.8982339823974434e-10,1.0304988771743863e-14
material_ward_center,8.0,144,3,-3.587327955202002e-05,9.103796330020316e-06,-6.923886870680601e-06,-1.619467796229574e-08,3.1266397561371927e-10,3.0748091270727444e-10,2.958387277806736e-10,2.7114784244246886e-13
material_ward_center,8.0,144,4,-3.586117187285635e-05,9.085088503305449e-06,-6.828571049328028e-06,-1.6074402109094493e-08,3.1347772307930454e-10,3.062235745855851e-10,2.8943262740266635e-10,9.095577605522703e-15
material_ward_center,8.0,144,5,-3.579963606276367e-05,9.10975507954045e-06,-6.784658075086727e-06,-1.6067325238397825e-08,3.000603042896267e-10,3.008452138722895e-10,2.9900751988941453e-10,8.346206312490194e-15
material_ward_right,4.0,96,3,-6.000268479692113e-07,1.4893789265037004e-07,-1.3604947221370707e-07,-2.797734388902573e-10,2.096127076820401e-10,2.3419219207594874e-10,2.4313662563581094e-10,8.089942284562694e-14
material_ward_right,4.0,96,4,-5.99665975190762e-07,1.4901367068333823e-07,-1.3486558197308082e-07,-2.7752533440413737e-10,2.1327589889599207e-10,2.3496140893340525e-10,2.3111904884215438e-10,8.955765633266024e-15
material_ward_right,4.0,96,5,-5.992845652808748e-07,1.4916352145393081e-07,-1.3375597328775258e-07,-2.7753671052440643e-10,2.150335706366828e-10,2.3565197427519366e-10,2.2600557963533276e-10,9.017912617574255e-15
material_ward_right,4.0,128,3,-5.992059704945734e-07,1.4948975046135557e-07,-1.34484302671885e-07,-2.7793010675958474e-10,2.161159814149629e-10,2.3748778544312906e-10,2.2676365916938568e-10,1.0294485266786138e-14
material_ward_right,4.0,128,4,-6.001737870946826e-07,1.478587074443947e-07,-1.317214026648399e-07,-2.774686691931155e-10,2.1507135617083125e-10,2.3572729827067836e-10,2.2378148765669167e-10,9.303581867803971e-15
material_ward_right,4.0,128,5,-5.988074880309353e-07,1.4927705431732573e-07,-1.3078365004244523e-07,-2.775971850688136e-10,2.1477696680274459e-10,2.3542169443125853e-10,2.2398354034725118e-10,9.3423507015382e-15
material_ward_right,4.0,144,3,-5.994343918446548e-07,1.4874601732907194e-07,-1.331064086686843e-07,-2.776379435681645e-10,2.1530114200487072e-10,2.3571991529896646e-10,2.2363364836272327e-10,9.250979716133047e-15
material_ward_right,4.0,144,4,-6.020922128031398e-07,1.4688528817595108e-07,-1.2846456180038997e-07,-2.779114102483445e-10,2.1622176204851474e-10,2.3636443747743593e-10,2.2524149830190863e-10,9.333860558148003e-15
material_ward_right,4.0,144,5,-5.881949503983765e-07,1.699805714877293e-07,-1.398166687146565e-07,-2.806466664926885e-10,2.1345920638383334e-10,2.3177346093239842e-10,2.2298487923919506e-10,9.10029457717617e-15
material_ward_right,8.0,96,3,-3.559320484546182e-05,9.268133170867192e-06,-8.048256777563125e-06,-1.7898143890642315e-08,4.469872104351599e-09,3.507567770570302e-10,1.175827026144325e-09,4.613184055841066e-11
material_ward_right,8.0,96,4,-3.5712912893094586e-05,9.258035856659283e-06,-8.024430278360903e-06,-1.6562146268874797e-08,2.7076973229087187e-10,2.4624121828461417e-10,9.28877504324527e-10,2.44214024448012e-12
material_ward_right,8.0,96,5,-3.569995416314508e-05,9.248372018680952e-06,-7.954165419034582e-06,-1.641632033581219e-08,2.565702292838006e-10,1.949476537749712e-10,4.763362463688352e-10,1.0006551433119555e-13
material_ward_right,8.0,128,3,-3.56850419581483e-05,9.252605452611819e-06,-7.975920335684252e-06,-1.666243238733491e-08,2.154377195945136e-10,1.9547559853244477e-10,4.946675552030599e-10,1.6054603081731661e-12
material_ward_right,8.0,128,4,-3.568082318252102e-05,9.240163648421745e-06,-7.890873362104473e-06,-1.6421553276978748e-08,2.0562985832347244e-10,1.9823426453025687e-10,2.1120413112017072e-10,3.4067260748991637e-14
material_ward_right,8.0,128,5,-3.565447987646633e-05,9.232550617825705e-06,-7.812869555926974e-06,-1.640491190783389e-08,1.9354817277853146e-10,2.0172578687446946e-10,2.1124430626910044e-10,8.377517321309632e-15
material_ward_right,8.0,144,3,-3.568012257647228e-05,9.245766829550991e-06,-7.924581563872347e-06,-1.653348866247012e-08,1.9808608610837065e-10,1.9781337351540023e-10,2.3429035475499454e-10,2.7318331091710563e-13
material_ward_right,8.0,144,4,-3.566843102728333e-05,9.228826693395467e-06,-7.829199533826762e-06,-1.6412040341259173e-08,1.9130043465454117e-10,2.016320876040708e-10,2.1583004091354307e-10,9.160164074959587e-15
material_ward_right,8.0,144,5,-3.563775343097316e-05,9.22581512198814e-06,-7.752084702294074e-06,-1.6405679570128085e-08,1.9784757760440643e-10,2.0098936487188555e-10,1.993723686589805e-10,8.486620712299367e-15
