s,front,nec_content,negative_energy,positive_energy
4.2,cone,333.21517161042516,-0.0013016440253339986,0.0
4.3,cone,333.21517161038406,-0.0013016440253339986,0.0
4.4,cone,333.21517161038406,-0.0013016440253339986,0.0
4.5,cone,333.2151716104254,-0.0013016440253339986,0.0
4.6,cone,333.21517161026026,-0.0013016440253339986,0.0
4.7,cone,333.21517161026037,-0.0013016440253339986,0.0
4.8,cone,333.215171610384,-0.0013016440253339986,0.0
4.9,cone,333.215171610384,-0.0013016440253339986,0.0
5.0,cone,333.21517160994057,-0.0013016440253339986,0.0
5.1,cone,333.2151716126116,-0.0013016440253339986,0.0
5.2,cone,333.2151716150813,-0.0013016440253339986,0.0
5.3,cone,333.2151716182167,-0.0013016440253339986,0.0
5.4,cone,333.21517162080806,-0.0013016440253339986,0.0
5.5,cone,333.21517162373084,-0.0013016440253339986,0.0
5.6,cone,333.2151716188003,-0.0013016440253339986,0.0
5.7,cone,333.2151716139763,-0.0013016440253339986,0.0
5.8,cone,333.2151716078706,-0.0013016440253339986,0.0
5.9,cone,333.21517160362134,-0.0013016440253339986,0.0
6.0,cone,333.2151715982376,-0.0013016440253339986,0.0
6.1,cone,333.2151715994182,-0.0013016417003502002,0.0
6.2,cone,333.2151716005669,-0.0012970911945800337,0.0
6.3,cone,333.2151715990277,-0.001242514528176667,0.0
6.4,cone,333.21517159926606,-0.0010916313363946329,0.0
6.5,cone,333.21517159963696,-0.0008700553439659174,0.0
6.6,cone,316.65074713981426,-0.0006324579571456313,0.0
6.7,cone,300.08632268098955,-0.0004178249920640496,0.0
6.8,cone,281.32965607098106,-0.00024453253801272134,0.0
6.9,cone,214.86139086634384,-0.00011945587792529349,0.0
7.0,cone,198.2969664063119,-4.331750489385649e-05,0.0
7.1,cone,198.29696640700251,-9.232235536957731e-06,0.0
7.2,cone,198.29696640700251,-6.872153652161157e-07,0.0
7.3,cone,198.29696640691793,-3.988148469443018e-09,0.0
7.4,cone,198.2969664063119,-1.0382167451036283e-15,0.0
7.5,cone,198.29696640700251,0.0,0.0
7.6,cone,198.29696640700251,0.0,0.0
7.7,cone,198.29696640700251,0.0,0.0
7.8,cone,198.29696640700251,0.0,0.0
7.9,cone,198.29696640652054,0.0,0.0
8.0,cone,198.29696640700251,0.0,0.0
8.1,cone,198.29696640700251,0.0,0.0
8.2,cone,198.29696640700251,0.0,0.0
8.3,cone,198.29696640700251,0.0,0.0
8.4,cone,198.29696640700251,0.0,0.0
8.5,cone,198.29696640700251,0.0,0.0
8.6,cone,198.29696640652054,0.0,0.0
8.7,cone,198.29696640700251,0.0,0.0
8.8,cone,198.29696640652054,0.0,0.0
8.9,cone,198.29696640700251,0.0,0.0
9.0,cone,198.29696640691793,0.0,0.0
9.1,cone,198.10094059814602,0.0,0.0
9.2,cone,194.05479941079233,0.0,0.0
9.3,cone,177.321402321925,0.0,0.0
9.4,cone,149.13205608887586,0.0,0.0
9.5,cone,116.05603196033881,0.0,0.0
9.6,cone,78.54939704666026,0.0,0.0
9.7,cone,39.88768202286832,0.0,0.0
9.8,cone,9.474044153091674,0.0,0.0
9.9,cone,0.4562192086613879,0.0,0.0
10.0,cone,0.0,0.0,0.0
